ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,revenue,profit_margin
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,14.7,5,0.0,3.969,14.7,27.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,45.36,7,0.0,21.7728,45.36,48.0
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Technology,Phones,125.99,1,0.0,35.2772,125.99,28.0
Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,14.7,7,0.0,4.116,14.7,28.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,32.7,5,0.4,-6.54,32.7,-20.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,31.68,4,0.2,11.088,31.68,35.0
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,181.86,7,0.0,50.9208,181.86,28.0
Second Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,155.372,2,0.3,-35.5136,155.372,-22.86
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.428,3,0.7,-11.19,13.428,-83.33
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,67.136,4,0.2,-0.8392,67.136,-1.25
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Paper,89.568,2,0.2,32.4684,89.568,36.25
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Furnishings,315.776,8,0.2,31.5776,315.776,10.0
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Bookcases,273.666,2,0.15,-12.8784,273.666,-4.71
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,17.48,4,0.0,4.5448,17.48,26.0
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Supplies,20.608,2,0.2,-4.3792,20.608,-21.25
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,4.095,3,0.7,-2.73,4.095,-66.67
Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495,339.96,12.5
Standard Class,Home Office,United States,Helena,Montana,59601,West,Furniture,Furnishings,63.98,7,0.0,21.7532,63.98,34.0
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,799.92,10,0.2,239.976,799.92,30.0
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,35.984,2,0.2,4.498,35.984,12.5
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,389.97,3,0.0,132.5898,389.97,34.0
Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,185.528,7,0.2,48.7011,185.528,26.25
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,2541.98,2,0.0,1270.99,2541.98,50.0
Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.988,599.985,-80.0
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094,3.036,-165.0
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,25.92,5,0.2,3.888,25.92,15.0
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,66.112,2,0.2,-9.0904,66.112,-13.75
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,46.36,4,0.0,15.2988,46.36,33.0
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,6.9,1,0.0,0.552,6.9,8.0
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,57.69,3,0.0,23.6529,57.69,41.0
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,559.71,3,0.4,-121.2705,559.71,-21.67
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,305.01,9,0.0,76.2525,305.01,25.0
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,50.784,2,0.2,17.7744,50.784,35.0
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,26.01,9,0.0,12.2247,26.01,47.0
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,649.0,2,0.5,-272.58,649.0,-42.0
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,59.99,7,0.0,21.5964,59.99,36.0
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,20.24,1,0.0,7.8936,20.24,39.0
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,37.84,2,0.2,2.838,37.84,7.5
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,5.472,6,0.2,1.8468,5.472,33.75
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,77.24,5,0.2,7.724,77.24,10.0
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,292.1,4,0.5,-175.26,292.1,-60.0
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,8.544,-87.5
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,424.116,6,0.3,-30.294,424.116,-7.14
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164,2.892,-170.0
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,381.72,5,0.2,-66.801,381.72,-17.5
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,97.184,2,0.2,6.074,97.184,6.25
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,10.368,2,0.2,3.6288,10.368,35.0
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,890.841,3,0.3,-152.7156,890.841,-17.14
Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,72.0,4,0.0,12.96,72.0,18.0
Second Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,113.888,2,0.2,9.9652,113.888,8.75
Second Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,158.13,3,0.0,77.4837,158.13,49.0
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,14.13,3,0.0,0.7065,14.13,5.0
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,64.75,5,0.0,29.1375,64.75,45.0
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,1.872,2,0.7,-1.3104,1.872,-70.0
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,11.214,2,0.7,-8.5974,11.214,-76.67
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Art,37.376,8,0.2,7.4752,37.376,20.0
Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Technology,Phones,286.4,1,0.2,25.06,286.4,8.75
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,43.92,3,0.0,12.7368,43.92,29.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,142.182,1,0.4,-37.9152,142.182,-26.67
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,19.608,3,0.2,6.6177,19.608,33.75
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,4.158,7,0.7,-3.465,4.158,-83.33
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,979.95,5,0.0,264.5865,979.95,27.0
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,135.3,5,0.0,37.884,135.3,28.0
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,8.904,3,0.2,3.339,8.904,37.5
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,100.8,2,0.2,21.42,100.8,21.25
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,41.96,2,0.0,10.9096,41.96,26.0
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,9.45,3,0.0,4.536,9.45,48.0
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Appliances,400.8,5,0.0,112.224,400.8,28.0
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,28.792,1,0.2,10.0772,28.792,35.0
Standard Class,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,111.0,2,0.0,14.43,111.0,13.0
Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,1279.968,4,0.2,415.9896,1279.968,32.5
Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,1856.19,7,0.0,334.1142,1856.19,18.0
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,22.752,6,0.6,-8.532,22.752,-37.5
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,61.542,1,0.4,-13.3341,61.542,-21.67
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,81.438,7,0.7,-65.1504,81.438,-80.0
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,67.36,2,0.2,10.104,67.36,15.0
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,54.528,3,0.2,14.3136,54.528,26.25
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,843.9,2,0.0,371.316,843.9,44.0
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,449.568,2,0.2,56.196,449.568,12.5
First Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,15.51,1,0.0,3.8775,15.51,25.0
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,192.186,3,0.1,36.3018,192.186,18.89
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,5.76,2,0.0,1.6128,5.76,28.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,67.88,2,0.0,18.3276,67.88,27.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,162.89,13,0.0,76.5583,162.89,47.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,25.71,3,0.0,9.2556,25.71,36.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,191.88,6,0.0,19.188,191.88,10.0
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,721.875,6,0.45,-420.0,721.875,-58.18
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,73.568,4,0.2,-16.5528,73.568,-22.5
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,13.584,1,0.2,1.3584,13.584,10.0
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,64.784,1,0.2,-12.147,64.784,-18.75
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,176.772,3,0.8,-459.6072,176.772,-260.0
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,38.82,6,0.0,19.41,38.82,50.0
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,21.9,5,0.0,10.512,21.9,48.0
Standard Class,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,111.79,7,0.0,43.5981,111.79,39.0
Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,445.44,8,0.4,-81.664,445.44,-18.33
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,16.52,5,0.2,5.369,16.52,32.5
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,29.9,5,0.0,13.455,29.9,45.0
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,116.4,8,0.0,52.38,116.4,45.0
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,1.408,1,0.2,0.1584,1.408,11.25
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,169.568,2,0.2,0.0,169.568,0.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,251.964,6,0.4,-50.3928,251.964,-20.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,523.764,3,0.4,-192.0468,523.764,-36.67
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.0,9.3312,19.44,48.0
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,194.352,3,0.2,-36.441,194.352,-18.75
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,36.624,3,0.2,13.734,36.624,37.5
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,340.182,3,0.4,-73.7061,340.182,-21.67
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,12.672,8,0.2,2.6928,12.672,21.25
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.888,2,0.7,-5.0512,6.888,-73.33
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,32.544,2,0.2,-7.7292,32.544,-23.75
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,347.802,7,0.3,-24.843,347.802,-7.14
First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3,0.7,-11.937,15.57,-76.67
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,4.608,2,0.2,1.6704,4.608,36.25
Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,257.98,2,0.0,74.8142,257.98,29.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,153.78,11,0.0,44.5962,153.78,29.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,61.02,3,0.0,0.6102,61.02,1.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,110.11,7,0.0,31.9319,110.11,29.0
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.89,1,0.0,3.5505,7.89,45.0
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,36.024,3,0.2,11.7078,36.024,32.5
First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336,4,0.2,5.4336,54.336,10.0
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,92.52,6,0.0,24.9804,92.52,27.0
Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556,10.272,11.25
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,40.74,3,0.0,0.4074,40.74,1.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0.0,7.056,14.4,49.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,149.95,5,0.0,41.986,149.95,28.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,16.9,2,0.0,5.07,16.9,30.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.61,3,0.0,8.4528,17.61,48.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,378.0,2,0.0,136.08,378.0,36.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.64,3,0.0,8.6436,17.64,49.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,373.08,6,0.0,100.7316,373.08,27.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,1336.44,14,0.0,387.5676,1336.44,29.0
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,29.97,3,0.0,0.2997,29.97,1.0
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,390.368,2,0.2,48.796,390.368,12.5
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,101.52,5,0.2,19.035,101.52,18.75
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,74.352,3,0.2,23.235,74.352,31.25
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,15.7,5,0.0,7.065,15.7,45.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,59.52,3,0.0,15.4752,59.52,26.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,34.4,5,0.0,15.824,34.4,46.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.176,2,0.4,-120.0508,313.176,-38.33
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,866.646,3,0.1,173.3292,866.646,20.0
Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,795.408,6,0.2,59.6556,795.408,7.5
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,35.856,9,0.2,12.9978,35.856,36.25
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,23.84,4,0.2,3.278,23.84,13.75
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,43.13,1,0.0,14.6642,43.13,34.0
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,30.87,7,0.0,14.2002,30.87,46.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,70.12,4,0.0,21.036,70.12,30.0
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.9575,5,0.15,41.9965,509.9575,8.24
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Furnishings,122.91,3,0.0,34.4148,122.91,28.0
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,97.568,2,0.2,-6.098,97.568,-6.25
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,722.352,3,0.2,81.2646,722.352,11.25
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5,0.2,4.176,11.52,36.25
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,167.84,8,0.0,11.7488,167.84,7.0
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,172.11,1,0.4,-94.6605,172.11,-55.0
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,99.98,2,0.0,7.9984,99.98,8.0
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,156.792,1,0.2,17.6391,156.792,11.25
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,35.36,2,0.2,-3.094,35.36,-8.75
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,13.592,1,0.2,-0.3398,13.592,-2.5
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,386.68,2,0.3,-5.524,386.68,-1.43
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,379.96,5,0.2,47.495,379.96,12.5
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3,0.4,-116.9805,539.91,-21.67
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,41.24,5,0.2,13.9185,41.24,33.75
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,51.897,1,0.7,-41.5176,51.897,-80.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5,0.2,-138.14,552.56,-25.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,23.16,5,0.7,-15.44,23.16,-66.67
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,126.08,2,0.2,-28.368,126.08,-22.5
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,449.1,3,0.7,-643.71,449.1,-143.33
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,195.104,4,0.2,21.9492,195.104,11.25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,36.672,3,0.2,6.4176,36.672,17.5
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,85.246,2,0.3,-6.089,85.246,-7.14
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,32.712,2,0.6,-26.1696,32.712,-80.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3,0.0,5.3721,11.43,47.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0.0,14.9156,30.44,49.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2,0.0,6.3504,12.96,49.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16.0,4,0.0,7.68,16.0,48.0
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3,0.0,8.4942,32.67,26.0
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.464,3,0.2,-0.9486,4.464,-21.25
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,9.345,-70.0
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144,3,0.2,3.0861,9.144,33.75
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6,0.2,8.3868,23.136,36.25
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,99.2,5,0.0,25.792,99.2,26.0
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5,0.2,7.209,21.36,33.75
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5,0.0,13.132,46.9,28.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5,0.2,6.552,18.72,35.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,236.528,2,0.2,-2.9566,236.528,-1.25
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.9,3,0.0,8.694,18.9,46.0
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,10.688,35.0
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,237.096,3,0.2,20.7459,237.096,8.75
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,5.184,35.0
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.584,2,0.2,23.7742,65.584,36.25
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.2,1,0.6,-26.085,22.2,-117.5
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.4,5,0.2,146.79,419.4,35.0
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5,0.2,14.4495,88.92,16.25
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3,0.2,3.2214,9.912,32.5
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5,0.3,-77.333,318.43,-24.29
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,5.8,-175.0
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485,1415.76,6.25
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2,0.2,16.704,148.48,11.25
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.248,4,0.2,3.1212,9.248,33.75
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312,1036.624,5.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0.0,148.1064,569.64,26.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,9.14,1,0.0,4.57,9.14,50.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0.0,119.686,1196.86,10.0
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0.0,125.5824,523.26,24.0
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,639.968,4,0.2,215.9892,639.968,33.75
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2,0.0,24.2696,52.76,46.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,538.92,9,0.0,80.838,538.92,15.0
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2,0.0,3.72,14.88,25.0
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,34.24,8,0.0,15.408,34.24,45.0
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,261.74,2,0.0,65.435,261.74,25.0
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,87.84,8,0.0,23.7168,87.84,27.0
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,34.92,4,0.0,11.8728,34.92,34.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.94,3,0.0,7.0218,14.94,47.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,14.56,2,0.0,6.2608,14.56,43.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.576,4,0.7,-2.8608,3.576,-80.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,147.184,2,0.2,-29.4368,147.184,-20.0
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5,0.0,449.985,1499.95,30.0
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4,0.2,3.2224,13.568,23.75
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0.0,746.4078,2573.82,29.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2,0.0,274.491,609.98,45.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2,0.0,1.4796,5.48,27.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,391.98,2,0.0,113.6742,391.98,29.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,755.96,4,0.0,204.1092,755.96,27.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,31.12,4,0.0,0.3112,31.12,1.0
